"","caseid","state","age","gender","citizen","marital_stat","veteran","active_armedforces","emp_status","multi_jobs","work_class","retired","fulltime_emp","hours_worked","fam_income","household_size","household_kids","household_child","phys_challenge","travel","phone","volunteer","religion","sports","social","food","gov_civic","household","pro_services","purchasing","education","work","care_nonhousehold","care_household","household_chores","personal_care","sleep","groom","health_related","eating","class","homework","socializing"
"4085","20120403121942","Missori",47,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",4,1,"Yes","No difficulty",60,0,0,0,0,0,160,0,0,150,0,0,0,0,0,45,1025,905,120,0,160,0,0,0
"4086","20120403121944","Michigan",66,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$60,000 to $74,999",2,0,"No","No difficulty",75,0,355,0,0,179,105,0,0,0,31,0,0,0,0,5,690,610,80,0,105,0,0,0
"4087","20120403121945","Missori",49,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$150,000 and over",3,1,"Yes","No difficulty",145,0,0,0,0,495,155,0,0,5,15,0,0,15,20,75,515,450,65,0,155,0,0,0
"4088","20120403121948","Florida",40,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"Less than $5,000",2,0,"No","No difficulty",330,0,0,0,0,288,120,0,0,0,0,0,0,10,4,208,480,480,0,0,120,0,0,48
"4089","20120403121949","Texas",50,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$50,000 to $59,999",2,0,"No","No difficulty",30,0,0,0,140,420,30,0,0,0,10,0,60,0,0,60,690,630,60,0,30,0,0,0
"4090","20120403121953","Georgia",47,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$75,000 to $99,999",4,2,"Yes","No difficulty",40,20,0,0,0,230,45,0,0,0,70,0,0,0,80,275,680,600,80,0,45,0,0,45
"4091","20120403121957","Kentucky",36,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",37,"$100,000 to $149,999",3,1,"Yes","No difficulty",59,0,0,0,90,73,30,0,0,0,7,0,351,0,100,145,585,535,50,0,30,0,0,0
"4092","20120403121960","Pennsylvania",38,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",60,"$12,500 to $14,999",3,0,"No","No difficulty",5,0,0,0,0,120,112,0,0,0,0,0,678,0,0,75,450,420,30,0,112,0,0,0
"4093","20120403121967","Maine",45,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",60,"$150,000 and over",2,0,"No","No difficulty",106,0,0,0,0,255,125,0,0,10,70,0,30,0,0,244,600,540,60,0,125,0,0,0
"4094","20120403121968","Washington",71,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$75,000 to $99,999",2,0,"No","No difficulty",85,5,0,0,0,820,25,0,0,0,10,0,0,0,0,0,495,465,30,0,25,0,0,700
"4095","20120403121970","California",42,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$30,000 to $34,999",4,3,"Yes","No difficulty",0,0,0,0,0,210,50,0,0,0,0,120,0,0,470,25,565,535,30,0,50,0,120,0
"4096","20120403121978","Texas",68,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",30,"$40,000 to $49,999",2,0,"No","No difficulty",120,0,0,0,0,145,75,0,0,0,0,0,460,0,0,140,500,480,20,0,75,0,0,0
"4097","20120403121982","New Jersey",85,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$30,000 to $34,999",1,0,"No","No difficulty",0,60,0,0,0,360,90,0,0,0,0,0,0,0,0,390,540,540,0,0,90,0,0,0
"4098","20120403121984","Utah",34,"Female","Native, born abroad","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$75,000 to $99,999",1,0,"No","No difficulty",100,30,0,0,60,75,15,0,0,0,0,300,120,0,0,120,620,620,0,0,15,0,300,0
"4099","20120403121985","Ohio",45,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Part time",23,"$100,000 to $149,999",3,1,"Yes","No difficulty",44,25,0,0,0,90,118,0,0,0,70,0,0,0,60,380,653,555,98,0,118,0,0,0
"4100","20120403121986","Iowa",73,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$25,000 to $29,999",2,0,"No","No difficulty",178,0,0,0,0,437,20,0,0,0,26,0,0,0,0,94,685,605,80,0,20,0,0,197
"4101","20120403121989","Maryland",16,"Male","Native, Born in USA","Never married","No answer","No","Employed","No","Private, for profit","No answer","Part time",10,"$75,000 to $99,999",8,2,"Yes","No difficulty",157,0,0,0,270,103,30,0,0,0,0,390,0,0,0,0,490,440,50,0,30,390,0,23
"4102","20120403121991","Virginia",48,"Male","Native, Born in USA","Married","Veteran","No","Employed","Yes","Government, state","No answer","Full time",45,"$100,000 to $149,999",4,2,"Yes","No difficulty",100,0,10,0,0,45,75,0,0,0,15,0,490,0,50,60,595,540,55,0,75,0,0,0
"4103","20120403121992","California",75,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$40,000 to $49,999",2,0,"No","No difficulty",60,0,0,0,0,180,75,0,0,0,0,0,0,405,0,45,675,615,60,0,75,0,0,0
"4104","20120403121994","California",17,"Female","Native, Born in USA","Never married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",9999,"$30,000 to $34,999",3,1,"Yes","No difficulty",71,0,0,0,50,452,5,0,0,0,2,110,0,0,0,0,750,740,10,0,5,0,110,94
"4105","20120403121995","California",45,"Female","Foreign born, not US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$20,000 to $24,999",6,2,"Yes","No difficulty",6,0,0,0,0,82,70,0,0,0,0,0,0,0,0,715,567,537,30,0,70,0,0,82
"4106","20120403122000","South Carolina",76,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$25,000 to $29,999",2,0,"No","No difficulty",0,0,0,0,0,640,20,0,0,0,0,0,0,0,0,120,660,660,0,0,20,0,0,0
"4107","20120403122010","Massachusetts",80,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$15,000 to $19,999",1,0,"No","No difficulty",130,0,0,110,0,480,105,0,0,0,0,0,0,0,0,15,600,570,30,0,105,0,0,105
"4108","20120403122012","Massachusetts",50,"Male","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$150,000 and over",3,0,"No","No difficulty",125,0,0,0,40,190,80,0,0,0,0,0,495,0,0,0,510,450,60,0,80,0,0,0
"4109","20120403122019","Texas",35,"Female","Foreign born, not US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$60,000 to $74,999",3,1,"Yes","No difficulty",0,0,0,0,0,0,75,0,0,0,0,360,0,0,195,375,435,425,10,0,75,0,360,0
"4110","20120403122020","South Carolina",31,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",30,"$40,000 to $49,999",4,3,"Yes","No difficulty",27,0,0,0,0,145,15,0,0,0,0,0,625,0,47,45,536,416,120,0,15,0,0,40
"4111","20120403122022","Illinois",51,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",40,"$75,000 to $99,999",4,2,"Yes","No difficulty",20,0,0,0,0,300,80,0,0,0,0,0,525,0,0,25,490,450,40,0,80,0,0,0
"4112","20120403122026","Texas",51,"Male","Native, Born in USA","Divored","Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$40,000 to $49,999",2,0,"No","No difficulty",44,0,0,195,0,530,30,0,0,0,11,0,0,0,0,60,570,540,30,0,30,0,0,205
"4113","20120403122030","California",54,"Male","Foreign born, US citizen","Divored","Non-Veteran","No","Employed","No","Government, federal","No answer","Full time",38,"$60,000 to $74,999",1,0,"No","No difficulty",25,0,0,0,45,78,110,0,0,0,0,0,500,0,0,90,592,540,52,0,110,0,0,0
"4114","20120403122037","Washington",38,"Female","Native, Born in USA","Married","Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$25,000 to $29,999",4,2,"Yes","No difficulty",215,0,0,0,0,390,20,0,0,0,180,0,0,0,10,10,615,605,10,0,20,0,0,210
"4115","20120403122042","Minnesota",69,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$60,000 to $74,999",1,0,"No","No difficulty",10,0,0,0,0,230,30,0,0,0,60,0,0,0,0,210,900,540,100,260,30,0,0,0
"4116","20120403122045","Colorado",38,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$15,000 to $19,999",5,3,"Yes","No difficulty",90,15,0,0,0,150,195,0,0,0,0,0,0,0,180,420,330,240,90,0,195,0,0,150
"4117","20120403122046","Arizona",65,"Male","Native, Born in USA","Married","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$75,000 to $99,999",2,0,"No","Has difficulty",95,30,0,0,0,498,75,0,0,0,105,0,0,0,0,172,465,420,45,0,75,0,0,50
"4118","20120403122047","New Hampshire",64,"Female","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$20,000 to $24,999",1,0,"No","Has difficulty",55,0,0,0,0,360,85,0,0,0,0,0,0,120,0,130,690,540,150,0,85,0,0,0
"4119","20120403122048","Minnesota",50,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",2,0,"No","No difficulty",37,0,0,0,0,248,95,0,0,0,0,0,530,0,0,0,530,485,45,0,95,0,0,178
"4120","20120403122049","Wyoming",35,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Full time",40,"$60,000 to $74,999",5,3,"Yes","No difficulty",35,0,0,0,0,140,35,0,0,0,10,0,370,0,122,65,633,603,30,0,35,0,0,0
"4121","20120403122052","North Carolina",80,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$35,000 to $39,999",1,0,"No","No difficulty",0,0,0,0,0,60,30,0,0,0,0,0,0,0,0,225,1125,945,0,180,30,0,0,0
"4122","20120403122054","Virginia",69,"Male","Native, Born in USA","Married","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$150,000 and over",2,0,"No","No difficulty",50,35,500,0,0,200,55,0,0,0,0,0,0,0,0,165,435,360,75,0,55,0,0,50
"4123","20120403122055","Iowa",45,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",40,"$100,000 to $149,999",5,2,"Yes","No difficulty",65,0,0,105,0,30,65,0,0,0,0,0,210,0,30,180,490,450,40,0,65,0,0,0
"4124","20120403122056","Indiana",71,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$20,000 to $24,999",1,0,"No","No difficulty",77,90,0,0,90,253,31,0,0,0,7,0,0,3,0,229,660,600,60,0,31,0,0,58
"4125","20120403122057","Florida",63,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$10,000 to $12,499",2,0,"No","No difficulty",120,0,0,0,0,390,30,0,0,0,0,0,0,0,0,180,720,720,0,0,30,0,0,30
"4126","20120403122060","New Jersey",32,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$7,500 to $9,999",5,3,"Yes","No difficulty",40,0,0,0,0,237,40,0,0,0,0,0,570,0,78,30,445,395,50,0,40,0,0,10
"4127","20120403122061","Illinois",65,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Full time",9995,"$100,000 to $149,999",2,0,"No","No difficulty",64,0,0,0,0,333,155,0,0,0,23,0,178,0,0,132,555,510,45,0,155,0,0,0
"4128","20120403122066","Michigan",38,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, state","No answer","Full time",40,"$100,000 to $149,999",4,2,"Yes","No difficulty",60,0,0,0,0,100,75,0,0,0,0,0,720,0,20,0,465,420,45,0,75,0,0,0
"4129","20120403122075","Texas",59,"Male","Native, Born in USA","Married","Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$150,000 and over",3,1,"Yes","No difficulty",40,0,0,0,0,0,85,0,0,0,0,0,775,0,30,20,490,420,70,0,85,0,0,0
"4130","20120403122082","Michigan",35,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Part time",24,"$100,000 to $149,999",4,2,"Yes","No difficulty",35,0,0,0,0,190,120,0,0,0,70,0,0,0,275,250,500,490,10,0,120,0,0,170
"4131","20120403122086","Indiana",51,"Male","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$7,500 to $9,999",2,0,"No","No difficulty",0,0,0,0,0,395,60,0,0,0,0,0,0,0,35,30,620,620,0,0,60,0,0,0
"4132","20120403122087","Michigan",25,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",2,0,"No","No difficulty",88,0,0,0,0,315,60,0,0,0,180,0,0,0,0,90,707,602,105,0,60,0,0,180
"4133","20120403122091","Wisconsin",51,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",57,"$100,000 to $149,999",4,2,"Yes","No difficulty",65,0,99,120,0,75,45,0,0,0,30,0,60,0,61,295,590,550,40,0,45,0,0,0
"4134","20120403122093","California",37,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",1,0,"No","No difficulty",340,0,0,0,0,0,80,0,0,0,0,0,520,0,0,20,480,435,45,0,80,0,0,0
"4135","20120403122094","Minnesota",40,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$50,000 to $59,999",7,4,"Yes","No difficulty",20,0,0,0,0,209,45,0,0,0,0,0,700,0,1,5,460,440,20,0,45,0,0,0
"4136","20120403122095","Michigan",37,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$100,000 to $149,999",2,0,"No","No difficulty",15,0,0,0,0,150,30,0,0,0,0,0,270,0,0,60,855,855,0,0,30,0,0,0
"4137","20120403122099","Illinois",57,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$50,000 to $59,999",3,1,"Yes","No difficulty",30,30,0,300,0,370,20,0,0,0,0,0,0,0,0,120,570,505,65,0,20,0,0,0
"4138","20120403122102","Vermont",32,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Government, state","No answer","Full time",40,"$100,000 to $149,999",3,1,"Yes","No difficulty",140,0,0,0,0,80,30,0,0,0,5,0,530,0,0,90,565,510,55,0,30,0,0,0
"4139","20120403122106","Tennessee",22,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",20,"$50,000 to $59,999",4,1,"Yes","No difficulty",120,0,0,0,0,330,0,0,0,0,0,0,330,0,0,0,390,390,0,0,0,0,0,0
"4140","20120403122107","California",47,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",40,"$100,000 to $149,999",3,0,"No","No difficulty",50,0,0,0,665,119,30,0,0,0,0,0,0,2,0,94,480,480,0,0,30,0,0,30
"4141","20120403122110","Texas",41,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",55,"$150,000 and over",5,3,"Yes","No difficulty",60,0,0,96,0,444,150,0,0,0,10,0,0,0,70,50,555,540,15,0,150,0,0,280
"4142","20120403122112","Utah",54,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$30,000 to $34,999",1,0,"No","No difficulty",50,0,0,0,0,251,35,0,0,3,0,0,505,0,0,57,539,479,60,0,35,0,0,0
"4143","20120403122114","Florida",42,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$20,000 to $24,999",3,1,"Yes","No difficulty",40,0,140,0,0,565,35,0,0,0,5,0,0,0,90,0,565,495,70,0,35,0,0,0
"4144","20120403122116","New York",71,"Male","Native, Born in USA","Married","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$60,000 to $74,999",2,0,"No","No difficulty",48,0,0,0,0,602,75,0,0,0,70,0,0,0,0,0,645,600,45,0,75,0,0,0
"4145","20120403122122","Virginia",48,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",60,"$20,000 to $24,999",4,1,"Yes","No difficulty",115,0,0,0,0,300,60,0,0,0,455,0,150,0,0,0,360,330,30,0,60,0,0,0
"4146","20120403122124","Illinois",76,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$40,000 to $49,999",2,0,"No","No difficulty",0,0,0,15,0,235,90,0,0,0,0,0,0,0,0,550,550,540,10,0,90,0,0,0
"4147","20120403122126","Pennsylvania",45,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$100,000 to $149,999",3,0,"No","No difficulty",0,0,0,0,0,465,75,0,0,0,0,0,0,0,0,90,810,780,30,0,75,0,0,0
"4148","20120403122131","South Carolina",36,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",36,"$25,000 to $29,999",2,1,"Yes","No difficulty",55,0,90,120,0,330,60,0,0,0,80,0,0,0,0,120,585,540,45,0,60,0,0,0
"4149","20120403122132","California",53,"Male","Foreign born, not US citizen","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$60,000 to $74,999",2,0,"No","No difficulty",60,0,0,0,135,120,40,0,0,0,0,0,570,0,0,15,500,450,50,0,40,0,0,0
"4150","20120403122133","Florida",49,"Male","Native, Born in USA","Never married","Veteran","No","Employed","No","Private, for profit","No answer","Part time",25,"$100,000 to $149,999",7,1,"Yes","No difficulty",195,0,0,0,0,165,180,0,10,0,10,0,0,0,0,30,850,805,45,0,180,0,0,0
"4151","20120403122134","Delaware",21,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$20,000 to $24,999",1,0,"No","No difficulty",31,0,0,0,60,584,100,0,0,0,5,0,0,0,0,0,660,630,30,0,100,0,0,0
"4152","20120403122140","New York",58,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$75,000 to $99,999",3,1,"Yes","No difficulty",50,15,0,0,0,193,70,0,0,0,0,0,0,197,30,300,555,480,75,0,70,0,0,23
"4153","20120403122143","New York",59,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$150,000 and over",3,1,"Yes","No difficulty",40,0,0,0,0,595,90,0,0,0,60,0,0,0,0,175,480,450,30,0,90,0,0,0
"4154","20120403122144","Indiana",36,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$100,000 to $149,999",4,2,"Yes","No difficulty",39,0,1,0,0,381,180,0,0,0,60,0,0,0,0,74,705,690,15,0,180,0,0,0
"4155","20120403122151","New York",67,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$5,000 to $7,499",3,1,"Yes","No difficulty",0,0,0,0,0,195,15,0,0,0,0,0,0,0,0,90,300,300,0,0,15,0,0,0
"4156","20120403122155","Florida",64,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$25,000 to $29,999",2,0,"No","Has difficulty",77,0,0,0,0,373,60,0,0,0,210,0,0,0,0,0,720,640,80,0,60,0,0,0
"4157","20120403122158","Connecticut",22,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",9995,"$150,000 and over",4,0,"No","No difficulty",60,0,0,0,0,60,75,0,0,0,0,345,330,0,0,0,570,540,30,0,75,0,345,0
"4158","20120403122161","Connecticut",69,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$40,000 to $49,999",2,0,"No","No difficulty",20,0,0,65,0,240,90,0,0,0,0,0,0,0,0,380,645,540,105,0,90,0,0,0
"4159","20120403122162","California",80,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$30,000 to $34,999",2,0,"No","Has difficulty",0,0,0,0,0,885,45,0,0,0,0,0,0,0,0,0,510,480,30,0,45,0,0,380
"4160","20120403122163","Arizona",58,"Male","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$15,000 to $19,999",2,0,"No","No difficulty",60,0,0,0,0,565,75,0,0,0,0,0,0,0,0,150,590,555,35,0,75,0,0,180
"4161","20120403122169","California",64,"Female","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$10,000 to $12,499",1,0,"No","Has difficulty",0,0,0,0,0,660,60,0,0,0,0,0,0,0,0,0,720,720,0,0,60,0,0,0
"4162","20120403122172","Pennsylvania",65,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$20,000 to $24,999",3,0,"No","No difficulty",0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,675,645,615,30,0,0,0,0,60
"4163","20120403122173","California",29,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$100,000 to $149,999",2,0,"No","No difficulty",45,15,0,0,0,100,60,0,0,0,10,0,485,0,0,105,620,555,65,0,60,0,0,0
"4164","20120403122174","Pennsylvania",54,"Male","Native, Born in USA","Separated","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$15,000 to $19,999",3,2,"Yes","No difficulty",9,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,606,450,15,0,0,0,0,0
"4165","20120403122176","New Mexico",18,"Male","Foreign born, not US citizen","Never married","Non-Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Part time",25,"$10,000 to $12,499",9,6,"Yes","No difficulty",30,0,0,0,0,830,40,0,0,0,0,0,0,0,0,0,540,540,0,0,40,0,0,725
"4166","20120403122177","Wisconsin",43,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, state","No answer","Full time",40,"$100,000 to $149,999",4,2,"Yes","No difficulty",60,0,0,0,30,165,90,0,0,0,0,0,435,0,30,65,565,475,90,0,90,0,0,0
"4167","20120403122178","Hawaii",68,"Male","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$25,000 to $29,999",1,0,"No","No difficulty",0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,210,420,420,0,0,0,0,0,0
"4168","20120403122179","Florida",55,"Male","Native, Born in USA","Married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",9999,"$30,000 to $34,999",2,0,"No","No difficulty",295,0,0,10,0,300,120,0,0,0,10,0,0,0,0,15,690,595,35,0,90,0,0,0
"4169","20120403122184","New Jersey",55,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$20,000 to $24,999",4,0,"No","No difficulty",27,0,0,0,0,0,70,0,0,0,5,0,733,0,0,52,553,510,43,0,70,0,0,0
"4170","20120403122187","Wisconsin",37,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",60,"$60,000 to $74,999",4,2,"Yes","No difficulty",128,0,0,0,0,210,20,0,0,0,0,0,283,0,70,219,510,500,10,0,20,0,0,210
"4171","20120403122189","Arizona",26,"Female","Native, Born in USA","Separated","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",3,2,"Yes","No difficulty",175,0,0,0,0,60,0,0,0,0,0,0,360,0,0,250,535,535,0,0,0,0,0,60
"4172","20120403122190","Virginia",31,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",36,"$40,000 to $49,999",4,2,"Yes","No difficulty",63,0,0,0,90,20,15,0,0,0,0,0,627,0,70,20,535,500,35,0,15,0,0,0
"4173","20120403122193","Missori",27,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$40,000 to $49,999",3,1,"Yes","No difficulty",40,0,0,0,0,145,105,0,0,0,0,0,505,0,0,195,450,420,30,0,105,0,0,0
"4174","20120403122195","Pennsylvania",39,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",4,1,"Yes","No difficulty",0,10,0,0,0,300,30,0,0,0,0,0,0,0,553,127,420,375,45,0,30,0,0,5
"4175","20120403122197","Arizona",79,"Male","Native, Born in USA","Married","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$100,000 to $149,999",2,0,"No","No difficulty",83,0,0,0,30,522,102,0,0,30,23,0,0,0,0,125,525,495,30,0,102,0,0,130
"4176","20120403122200","Pennsylvania",19,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$20,000 to $24,999",7,3,"Yes","No difficulty",40,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,190,190,0,0,0,0,0,0
"4177","20120403122203","Texas",57,"Male","Native, Born in USA","Divored","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$40,000 to $49,999",2,0,"No","No difficulty",0,0,0,0,0,360,120,0,0,0,0,0,0,0,0,120,840,780,60,0,120,0,0,0
"4178","20120403122205","California",47,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Self-employed, unincorporated","No answer","Full time",38,"$40,000 to $49,999",2,0,"No","No difficulty",55,0,0,0,45,305,40,0,0,0,0,0,0,0,0,160,805,805,0,0,40,0,0,275
"4179","20120403122206","Massachusetts",78,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$15,000 to $19,999",1,0,"No","No difficulty",199,5,0,0,0,395,175,0,0,0,30,0,0,0,0,36,590,500,80,10,175,0,0,197
"4180","20120403122209","Maryland",57,"Female","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$40,000 to $49,999",2,0,"No","No difficulty",0,0,0,0,0,485,30,0,0,0,0,0,0,0,0,265,660,630,30,0,30,0,0,30
"4181","20120403122211","Wisconsin",54,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",42,"$75,000 to $99,999",2,0,"No","No difficulty",45,0,0,0,0,140,105,0,0,0,0,0,500,0,0,80,570,480,90,0,105,0,0,0
